MethodNameOnly;ClusterName;API
/consumption-data/energyPlan/95;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/97;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/d4fb8ef1-6fa8-42f9-ac40-067ab05ccc9b;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/energyPlan/1;/consumption-data/energyPlan;consumption-data
/consumption-data/energyPlan/hello;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/6432763330240622555;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/d4fb8ef1-6fa8-42f9-ac40-067ab05ccc9b;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/1;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/103;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/111;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/14;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/18;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/20;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/25;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/26;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/33;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/37;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/4;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/40;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/41;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/519;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/53;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/57;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/6;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/62;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/64;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/70;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/73;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/8;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/90;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/92;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/95;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/97;/consumption-data/energyPlan;consumption-data
/consumption-data-oauth2/1/energyPlan/hello;/consumption-data/energyPlan;consumption-data
/energyPlan;/consumption-data/energyPlan;consumption-data
/energyPlan/1;/consumption-data/energyPlan;consumption-data
/energyPlan/103;/consumption-data/energyPlan;consumption-data
/energyPlan/111;/consumption-data/energyPlan;consumption-data
/energyPlan/14;/consumption-data/energyPlan;consumption-data
/energyPlan/18;/consumption-data/energyPlan;consumption-data
/energyPlan/20;/consumption-data/energyPlan;consumption-data
/energyPlan/25;/consumption-data/energyPlan;consumption-data
/energyPlan/26;/consumption-data/energyPlan;consumption-data
/energyPlan/33;/consumption-data/energyPlan;consumption-data
/energyPlan/37;/consumption-data/energyPlan;consumption-data
/energyPlan/4;/consumption-data/energyPlan;consumption-data
/energyPlan/40;/consumption-data/energyPlan;consumption-data
/energyPlan/41;/consumption-data/energyPlan;consumption-data
/energyPlan/5;/consumption-data/energyPlan;consumption-data
/energyPlan/519;/consumption-data/energyPlan;consumption-data
/energyPlan/53;/consumption-data/energyPlan;consumption-data
/energyPlan/57;/consumption-data/energyPlan;consumption-data
/energyPlan/6;/consumption-data/energyPlan;consumption-data
/energyPlan/62;/consumption-data/energyPlan;consumption-data
/energyPlan/64;/consumption-data/energyPlan;consumption-data
/energyPlan/70;/consumption-data/energyPlan;consumption-data
/energyPlan/73;/consumption-data/energyPlan;consumption-data
/energyPlan/8;/consumption-data/energyPlan;consumption-data
/energyPlan/9;/consumption-data/energyPlan;consumption-data
/energyPlan/90;/consumption-data/energyPlan;consumption-data
/energyPlan/92;/consumption-data/energyPlan;consumption-data
/energyPlan/95;/consumption-data/energyPlan;consumption-data
/energyPlan/97;/consumption-data/energyPlan;consumption-data
/consumption-data/comparison/getMaxDate;/consumption-data/getMaxDate;consumption-data
/consumption-data/getMaxDate;/consumption-data/getMaxDate;consumption-data
/consumption-data-oauth2/1/comparison/getMaxDate;/consumption-data/getMaxDate;consumption-data
/consumption-data-oauth2/1/getMaxDate;/consumption-data/getMaxDate;consumption-data
/comparison/getMaxDate;/consumption-data/getMaxDate;consumption-data
/consumption-data-oauth2_1/oauth/token;/consumption-data/oauth/token;consumption-data
/oauth/token/consumption-data-oauth2/1;/consumption-data/oauth/token;consumption-data
/oauth/tokenconsumption-data-oauth2/1;/consumption-data/oauth/token;consumption-data
/gmds;/other;noAPI
/gmds/;/other;noAPI
/gmds/downloadVoltageDataCSV;/other;noAPI
/gmds/downloadVoltageDataJSON;/other;noAPI
/gmds/getMaxDate;/other;noAPI
/gmds/getMinDate;/other;noAPI
/gmds/getMinMaxDates;/other;noAPI
/gmds/getRecordCount;/other;noAPI
/gmds/getVoltageData;/other;noAPI
/gmds/mappings;/other;noAPI
/gmds/subnets;/other;noAPI
/gmds/subnets/;/other;noAPI
/oauth/token;/other;noAPI
/trends;/other;noAPI
/trends/;/other;noAPI
/trends/apartments;/other;noAPI
/trends/buildings;/other;noAPI
/trends/downloadBuildingDataCSV;/other;noAPI
/trends/getMaxDate;/other;noAPI
/trends/getMinDate;/other;noAPI
/trends/getMinMaxDates;/other;noAPI
/trends/getRecordCount;/other;noAPI
/trends/readings;/other;noAPI
/trends/readingsExtended;/other;noAPI
/trends/types;/other;noAPI
/addAPI;/other;noAPI
/addApplication;/other;noAPI
/addSubscription;/other;noAPI
/addUser;/other;noAPI
/generateApplicationKeys;/other;noAPI
/getAllAPIs;/other;noAPI
/getAllAPIsMy;/other;noAPI
/getAllApplications;/other;noAPI
/getAllSubscriptionsSelectedApp;/other;noAPI
/getAPI;/other;noAPI
/getCommentsByApi;/other;noAPI
/getCountForPropertiesCount;/other;noAPI
/getCountForPropertiesCountMy;/other;noAPI
/getDirectProperties;/other;noAPI
/getGeoCoordinates;/other;noAPI
/getGeoCoordinatesMy;/other;noAPI
/getLastnAPIs;/other;noAPI
/getLastnAPIs/2;/other;noAPI
/getRatingCount;/other;noAPI
/getRoles;/other;noAPI
/getSubscribers;/other;noAPI
/getTagsFrequency;/other;noAPI
/getTagsFrequencyMy;/other;noAPI
/helloWorld;/other;noAPI
/publishAPI;/other;noAPI
/regenerateTokens;/regenerateTokens;noAPI
/updateAPI;/other;noAPI
